#trial,map_id,start_x,start_y,start_z,end_x,end_y,end_z
387,3,-1.181432,3.679459,1.000000,2.810397,4.339608,1.000000
388,3,-2.466889,-1.004899,1.000000,1.608436,2.988061,1.000000
389,3,0.302133,-2.049039,1.000000,1.883903,2.750599,1.000000
390,3,1.306732,2.250234,1.000000,-2.871185,3.990027,1.000000
391,3,-0.153715,-3.485236,1.000000,1.360914,2.880307,1.000000
392,3,-1.713532,0.672948,1.000000,4.096375,-2.228188,1.000000
393,3,0.286653,-2.225024,1.000000,-1.200541,2.503500,1.000000
394,3,-2.679865,-0.495918,1.000000,2.637828,3.979668,1.000000
395,3,1.510783,1.737694,1.000000,-0.416056,-2.649582,1.000000
396,3,1.296680,3.304279,1.000000,-3.616132,3.668227,1.000000
397,3,-3.527223,-2.044108,1.000000,1.560776,1.969185,1.000000
398,3,-0.685608,-3.010109,1.000000,1.230524,1.410198,1.000000
399,3,-2.545134,3.935675,1.000000,0.687677,-2.210445,1.000000
400,4,-4.171135,-4.260647,1.000000,-0.751439,0.561903,1.000000
401,4,4.455961,1.341034,1.000000,-2.964458,-3.650050,1.000000
402,4,-1.792957,-4.229846,1.000000,3.661456,-1.903680,1.000000
403,4,-4.314495,-3.712123,1.000000,-0.959699,0.335022,1.000000
404,4,4.177358,-1.140319,1.000000,-1.897690,-4.481253,1.000000
405,4,-0.867238,4.328414,1.000000,2.729771,-0.735810,1.000000
406,4,-0.998773,3.624690,1.000000,0.104685,-0.563045,1.000000
407,4,-3.061914,-1.591818,1.000000,3.464071,0.633396,1.000000
408,4,3.879269,-1.123842,1.000000,-3.587443,-4.146424,1.000000
409,4,-0.301401,4.360309,1.000000,3.068176,-3.160577,1.000000
410,4,-3.745686,-3.740714,1.000000,4.047260,2.296549,1.000000
411,4,0.838325,-0.278404,1.000000,-2.364152,-4.305998,1.000000
412,4,-4.237101,-2.954056,1.000000,-0.312347,0.387960,1.000000
413,4,-4.372427,2.623600,1.000000,3.663756,-3.247833,1.000000
414,4,4.123671,-3.460588,1.000000,-2.497903,-2.259014,1.000000
415,4,4.040663,1.426715,1.000000,-3.353586,-3.715920,1.000000
416,4,4.373052,-2.115212,1.000000,0.046302,-1.806534,1.000000
417,4,3.568219,1.050500,1.000000,-0.945194,4.129398,1.000000
418,4,-3.989075,-4.385293,1.000000,-0.601007,-1.119490,1.000000
419,4,4.344834,3.631699,1.000000,0.346207,-1.293676,1.000000
420,4,-3.174406,-2.248459,1.000000,4.189794,-2.129536,1.000000
421,4,-2.731710,-1.846305,1.000000,2.970180,-0.188056,1.000000
422,4,-4.163940,-3.343868,1.000000,1.028048,-1.591890,1.000000
423,4,0.107095,-0.062053,1.000000,4.408505,3.744003,1.000000
424,4,3.452711,-0.292526,1.000000,-2.303921,-2.001918,1.000000
425,4,4.046663,2.258448,1.000000,-4.180607,-3.462772,1.000000
426,4,-1.177827,4.267532,1.000000,4.080329,-1.904603,1.000000
427,4,-3.939082,-4.146524,1.000000,4.121692,3.284308,1.000000
428,4,0.243380,0.492864,1.000000,-2.760904,-2.516769,1.000000
429,4,-0.235023,-0.031685,1.000000,-0.068757,4.404921,1.000000
430,4,4.359852,-3.968049,1.000000,-3.125109,-3.712147,1.000000
431,4,-2.831649,-1.525083,1.000000,0.603965,0.836813,1.000000
432,4,4.447457,-1.584357,1.000000,-0.026544,3.881260,1.000000
433,4,4.119535,-2.969235,1.000000,-0.270127,-0.021671,1.000000
434,4,-4.207596,2.939492,1.000000,0.995989,-0.404621,1.000000
435,4,3.094417,-2.127686,1.000000,0.469090,3.988360,1.000000
436,4,4.287643,2.409470,1.000000,-3.913324,-1.242804,1.000000
437,4,0.100213,4.278766,1.000000,3.172362,-2.116580,1.000000
438,4,3.561147,2.204970,1.000000,-1.776162,-1.959395,1.000000
439,4,0.728512,4.094910,1.000000,4.255459,1.503107,1.000000
440,4,-3.985350,-1.773321,1.000000,0.205245,-0.439585,1.000000
441,4,3.800621,-2.971000,1.000000,-3.448088,-2.017846,1.000000
442,4,0.378053,3.938413,1.000000,-3.425599,-4.037003,1.000000
443,4,-2.411144,-4.101547,1.000000,3.450311,-0.617737,1.000000
444,4,0.017265,0.172775,1.000000,-4.170727,2.592983,1.000000
445,4,4.348542,-4.052010,1.000000,4.383387,1.584245,1.000000
446,4,-3.431987,-1.409233,1.000000,4.410471,-3.206570,1.000000
447,4,0.265907,-0.900731,1.000000,3.848219,-2.983874,1.000000
448,4,4.274610,3.365047,1.000000,4.329081,-1.135078,1.000000
449,4,-3.997339,-3.284407,1.000000,3.494911,-1.027812,1.000000
450,4,-4.286492,-3.077086,1.000000,-0.044002,0.452676,1.000000
451,4,4.127047,3.276441,1.000000,-4.382810,-1.887139,1.000000
452,4,-1.379440,-4.255851,1.000000,2.998154,-0.022992,1.000000
453,4,4.180884,-1.878034,1.000000,-0.169338,3.942188,1.000000
454,4,3.433593,-1.610142,1.000000,-0.622736,3.671363,1.000000
455,4,-3.661095,-2.017110,1.000000,3.895257,-2.413984,1.000000
456,4,0.019001,-0.646137,1.000000,-4.390603,-2.871133,1.000000
457,4,2.548312,-0.517183,1.000000,-4.341301,-4.246618,1.000000
458,4,3.032543,-2.046014,1.000000,-4.206444,2.300208,1.000000
459,4,-0.869061,3.685987,1.000000,-3.676113,-4.424327,1.000000
460,4,3.469269,-1.991452,1.000000,-2.853806,-3.914298,1.000000
461,4,4.246676,3.884556,1.000000,0.310514,-1.185271,1.000000
462,4,3.775674,-2.246193,1.000000,-2.441359,-1.923265,1.000000
463,4,4.116569,-2.819450,1.000000,-3.481955,-1.209960,1.000000
464,4,-4.433353,-1.356484,1.000000,4.114767,-3.115325,1.000000
465,4,0.549205,0.484198,1.000000,4.294544,-1.598650,1.000000
466,4,0.883608,0.796875,1.000000,-2.807296,-2.227102,1.000000
467,4,-0.599504,4.132604,1.000000,-3.507628,-2.709863,1.000000
468,4,4.287435,-1.072247,1.000000,-0.053009,-0.926993,1.000000
469,4,3.219402,-1.509906,1.000000,-4.035979,-2.699545,1.000000
470,4,-3.466044,-3.796540,1.000000,0.023799,-0.005889,1.000000
471,4,-3.461302,-4.104300,1.000000,3.885210,-1.278075,1.000000
472,4,0.830607,0.013144,1.000000,4.173726,-2.191399,1.000000
473,4,3.514517,-1.509960,1.000000,-1.072745,0.379089,1.000000
474,4,3.775741,-1.128196,1.000000,-4.221084,-3.751919,1.000000
475,4,-0.854989,0.201919,1.000000,3.846697,1.435951,1.000000
476,4,-3.571244,-1.891143,1.000000,-4.120158,2.508118,1.000000
477,4,-4.173459,-3.317595,1.000000,3.780519,-0.815951,1.000000
478,4,0.744366,0.560087,1.000000,4.220766,-1.590282,1.000000
479,4,0.768773,0.765457,1.000000,-2.681749,-2.149747,1.000000
480,4,3.769924,1.108008,1.000000,3.892238,-3.153353,1.000000
481,4,-3.332635,-1.591992,1.000000,3.846508,-1.743668,1.000000
482,4,4.381959,-2.419543,1.000000,1.048405,0.545277,1.000000
483,4,0.541370,-1.187577,1.000000,-0.318704,3.543854,1.000000
484,4,3.520967,-3.109189,1.000000,-0.880565,0.347822,1.000000
485,4,0.715772,-0.018274,1.000000,4.299273,-2.114044,1.000000
486,4,-2.628912,-4.126141,1.000000,3.046157,-3.243126,1.000000
487,4,-4.050174,-1.280933,1.000000,4.199326,-1.920627,1.000000
488,4,-0.648599,-1.010742,1.000000,-4.240931,2.674292,1.000000
489,4,-3.853971,-3.687204,1.000000,3.074271,-0.735473,1.000000
490,4,-4.110422,-3.856666,1.000000,0.057680,-0.575384,1.000000
491,4,-4.010934,-1.774240,1.000000,4.342119,-2.004800,1.000000
492,4,0.653938,0.734040,1.000000,-2.556201,-2.072391,1.000000
493,4,-4.492994,-3.744710,1.000000,3.864968,-1.479859,1.000000
494,4,0.272162,4.222043,1.000000,-3.692749,-4.036396,1.000000
495,4,3.361648,-0.789358,1.000000,-1.601382,-4.419897,1.000000
496,4,4.252485,1.516478,1.000000,0.247514,-0.038560,1.000000
497,4,3.978546,-2.580499,1.000000,-4.029700,2.834505,1.000000
498,4,-2.837763,-4.277016,1.000000,3.665186,0.773798,1.000000
499,4,-2.267753,-4.129070,1.000000,4.304870,1.948427,1.000000
500,5,1.193536,-0.247156,1.000000,-0.105570,-4.316997,1.000000
501,5,3.306341,-0.327626,1.000000,-3.498752,-3.520952,1.000000
502,5,-3.235170,-3.497844,1.000000,2.893772,-4.379499,1.000000
503,5,1.634420,-0.310474,1.000000,-3.494733,4.015450,1.000000
504,5,1.492273,0.639908,1.000000,-4.193042,-2.461033,1.000000
505,5,-3.011621,3.685489,1.000000,-0.662854,-0.594376,1.000000
506,5,-3.262586,-4.279561,1.000000,1.522665,1.432437,1.000000
507,5,2.477539,0.001164,1.000000,-2.732939,-2.512850,1.000000
508,5,-3.201972,4.462725,1.000000,2.209776,-0.300861,1.000000
509,5,-3.084609,-3.025734,1.000000,1.764145,-0.019160,1.000000
510,5,2.923265,1.317764,1.000000,-3.529014,-2.138141,1.000000
511,5,-1.301364,-2.027927,1.000000,3.469396,0.144286,1.000000
512,5,-1.911868,-2.767744,1.000000,1.276287,0.560411,1.000000
513,5,-2.732623,2.803133,1.000000,-3.752720,-1.970309,1.000000
514,5,-4.207881,-1.858463,1.000000,-2.846782,4.132003,1.000000
515,5,3.088625,0.514003,1.000000,-3.505846,-2.749739,1.000000
516,5,0.728907,0.746463,1.000000,-4.337260,3.663728,1.000000
517,5,-0.317176,-0.778220,1.000000,-4.238965,-4.283325,1.000000
518,5,1.093071,1.242790,1.000000,2.482650,-4.100990,1.000000
519,5,-3.322029,-3.333206,1.000000,2.032494,0.129611,1.000000
520,5,-0.803920,-1.480947,1.000000,3.971294,-4.461018,1.000000
521,5,0.060688,-0.016100,1.000000,3.693450,-4.183119,1.000000
522,5,-3.570303,3.916480,1.000000,-0.046441,-0.541924,1.000000
523,5,3.955842,-4.167342,1.000000,-0.257621,0.158372,1.000000
524,5,-3.113348,3.960887,1.000000,0.358758,-0.358467,1.000000
525,5,2.864950,1.220446,1.000000,-3.812243,-2.369933,1.000000
526,5,-4.262926,3.003723,1.000000,1.904305,-4.345876,1.000000
527,5,-3.314326,-3.870736,1.000000,-3.180660,2.641367,1.000000
528,5,-3.104839,-3.024971,1.000000,-4.014803,3.202719,1.000000
529,5,-1.875525,-1.945215,1.000000,-4.155794,3.571105,1.000000
530,5,-0.338611,-1.028658,1.000000,-4.125412,4.203194,1.000000
531,5,-3.695640,-2.629383,1.000000,1.207330,1.603555,1.000000
532,5,2.373773,-3.996439,1.000000,4.129876,0.824843,1.000000
533,5,1.845996,-4.353034,1.000000,0.496247,0.423154,1.000000
534,5,-4.150782,-2.185856,1.000000,1.558955,1.355011,1.000000
535,5,2.646250,-4.478487,1.000000,-0.331477,-1.133533,1.000000
536,5,4.319651,0.381493,1.000000,-0.590207,0.398901,1.000000
537,5,-3.388655,-3.129415,1.000000,0.537308,0.532516,1.000000
538,5,-3.950555,3.014242,1.000000,0.776510,0.801756,1.000000
539,5,1.920395,-3.925330,1.000000,1.545255,1.102210,1.000000
540,5,-0.959072,0.869471,1.000000,2.341638,-4.088782,1.000000
541,5,-2.425348,-2.819271,1.000000,1.482209,1.480371,1.000000
542,5,-4.387246,3.549398,1.000000,4.284899,-3.696297,1.000000
543,5,3.381412,1.388050,1.000000,-2.893542,-1.756622,1.000000
544,5,-3.588653,-4.487079,1.000000,3.308738,-0.045460,1.000000
545,5,-4.418734,4.332891,1.000000,1.747828,-4.262417,1.000000
546,5,-1.755964,-2.482802,1.000000,-2.525586,2.480161,1.000000
547,5,-0.918185,-1.936802,1.000000,-2.791453,4.052746,1.000000
548,5,-1.439986,-1.846252,1.000000,2.302364,-4.163278,1.000000
549,5,2.661359,-0.532762,1.000000,-4.419820,-3.910454,1.000000
550,5,0.957386,0.789602,1.000000,2.109576,-4.355441,1.000000
551,5,-4.434954,1.723623,1.000000,3.824332,-4.455095,1.000000
552,5,2.235729,-4.103492,1.000000,-1.729164,-2.053024,1.000000
553,5,1.312016,1.057767,1.000000,-3.047067,-2.060009,1.000000
554,5,-4.372826,-4.089469,1.000000,3.198644,-0.398491,1.000000
555,5,2.956862,-4.025582,1.000000,-3.411446,3.820368,1.000000
556,5,-3.208982,-3.357159,1.000000,3.456281,-0.289866,1.000000
557,5,-2.961488,-3.723527,1.000000,1.239430,1.106572,1.000000
558,5,0.153763,4.299335,1.000000,-3.295299,-4.093584,1.000000
559,5,3.693442,-4.312958,1.000000,0.326632,-0.302265,1.000000
560,5,-0.520132,-1.854538,1.000000,-2.953897,3.859127,1.000000
561,5,-4.169548,2.403949,1.000000,1.693386,0.734369,1.000000
562,5,-3.634308,-1.814610,1.000000,3.328140,-3.955246,1.000000
563,5,3.334899,-0.359018,1.000000,-2.787912,3.571032,1.000000
564,5,-2.618738,-3.121694,1.000000,3.102947,1.236373,1.000000
565,5,-3.515543,4.262912,1.000000,-3.931830,-2.261310,1.000000
566,5,-2.922949,3.990784,1.000000,3.063006,-0.063876,1.000000
567,5,1.923340,-4.429962,1.000000,-4.388226,-2.906483,1.000000
568,5,0.297142,4.064961,1.000000,-3.089406,-3.650407,1.000000
569,5,2.309250,1.557731,1.000000,3.422140,-4.096876,1.000000
570,5,3.644919,0.152442,1.000000,-3.528399,-1.805142,1.000000
571,5,-2.862920,2.897594,1.000000,-3.014340,-2.004464,1.000000
572,5,0.861580,0.570007,1.000000,2.089948,-4.236749,1.000000
573,5,-3.568567,3.098193,1.000000,0.182108,0.685971,1.000000
574,5,2.139323,-4.399225,1.000000,-3.376904,4.366822,1.000000
575,5,-4.493457,-1.527878,1.000000,-0.515848,0.136946,1.000000
576,5,1.322150,1.378189,1.000000,-2.895437,-3.602041,1.000000
577,5,2.456150,0.518962,1.000000,-2.400960,-2.929382,1.000000
578,5,2.866397,-4.459816,1.000000,1.721999,1.636507,1.000000
579,5,2.877397,0.409356,1.000000,-3.168729,3.170713,1.000000
580,5,2.767965,1.186910,1.000000,-2.270019,-2.203730,1.000000
581,5,3.431656,-4.163847,1.000000,-3.404353,3.034129,1.000000
582,5,-3.640918,-2.904521,1.000000,-2.852746,3.890692,1.000000
583,5,0.842574,1.139094,1.000000,-2.453845,-1.776165,1.000000
584,5,3.775792,-0.257904,1.000000,-0.909256,-1.857250,1.000000
585,5,1.945367,-4.212565,1.000000,-3.567910,4.136505,1.000000
586,5,1.078174,0.877316,1.000000,-4.218316,2.765280,1.000000
587,5,-4.192495,-3.265049,1.000000,-0.714539,0.735926,1.000000
588,5,-3.814115,-3.827633,1.000000,3.049369,0.747865,1.000000
589,5,-3.332978,2.635825,1.000000,2.253229,0.024534,1.000000
590,5,4.275034,0.500270,1.000000,2.145273,-4.396304,1.000000
591,5,0.986496,0.037624,1.000000,3.826730,-4.148041,1.000000
592,5,-1.874961,-2.463882,1.000000,1.467832,-0.140075,1.000000
593,5,-3.298965,4.294185,1.000000,-0.439808,-1.849434,1.000000
594,5,1.278742,1.820717,1.000000,-1.591121,-1.975164,1.000000
595,5,0.828878,0.952426,1.000000,-4.396542,-2.688255,1.000000
596,5,2.231173,-0.668315,1.000000,4.296175,-4.188122,1.000000
597,5,-3.891025,3.543863,1.000000,-0.125606,-1.067039,1.000000
598,5,2.738710,-0.502626,1.000000,-2.623485,-2.906285,1.000000
599,5,-0.794402,-1.509960,1.000000,-3.243039,4.235498,1.000000
700,7,-4.400165,-3.568173,1.000000,2.557629,-3.926091,1.000000
701,7,-3.303133,4.243954,1.000000,3.899673,1.798780,1.000000
702,7,-1.623270,-2.303784,1.000000,3.495357,-3.531324,1.000000
703,7,2.151066,2.972182,1.000000,3.454308,-3.445731,1.000000
704,7,-1.224482,0.129821,1.000000,-3.015758,4.153755,1.000000
705,7,-2.224144,-1.191545,1.000000,3.827104,2.140525,1.000000
706,7,-2.865010,-2.215099,1.000000,3.931845,2.524667,1.000000
707,7,3.968328,-4.310685,1.000000,-1.368018,-2.271726,1.000000
708,7,-3.980261,3.758564,1.000000,-1.022188,0.084164,1.000000
709,7,-1.453671,-1.849157,1.000000,1.972632,4.029729,1.000000
710,7,-2.748880,-0.420114,1.000000,1.086258,-3.265836,1.000000
711,7,-1.361421,-1.401579,1.000000,-2.310727,3.604503,1.000000
712,7,1.222476,-3.852081,1.000000,0.803484,4.157814,1.000000
713,7,0.593236,0.518361,1.000000,-3.501268,4.187071,1.000000
714,7,-1.607675,-0.188034,1.000000,3.358907,3.150972,1.000000
715,7,-2.245550,-0.962227,1.000000,2.546908,-4.119869,1.000000
716,7,1.839452,-4.328627,1.000000,-2.598865,0.874875,1.000000
717,7,2.016605,3.079335,1.000000,3.598960,-2.284611,1.000000
718,7,4.199573,2.229540,1.000000,-3.253595,-3.165127,1.000000
719,7,2.343035,-0.612883,1.000000,-1.618728,4.038613,1.000000
720,7,1.981548,3.876604,1.000000,-4.158768,3.588624,1.000000
721,7,-3.664926,3.580402,1.000000,-4.296607,-3.071070,1.000000
722,7,3.965960,-4.109651,1.000000,4.223343,1.731411,1.000000
723,7,-4.153271,-4.030478,1.000000,-2.968800,3.386666,1.000000
724,7,3.425831,-2.053412,1.000000,2.131441,3.125075,1.000000
725,7,3.734919,2.790987,1.000000,-2.011177,-1.844688,1.000000
726,7,3.263750,3.842275,1.000000,1.984640,-4.149182,1.000000
727,7,-3.881934,-3.660756,1.000000,-4.079594,4.256022,1.000000
728,7,2.532013,-4.464525,1.000000,1.893268,0.147650,1.000000
729,7,2.737373,-2.969314,1.000000,-3.485591,-2.320990,1.000000
730,7,-1.032426,-1.982868,1.000000,3.940470,-2.512582,1.000000
731,7,3.949285,-4.359177,1.000000,-0.727786,-1.893053,1.000000
732,7,1.602564,4.285179,1.000000,2.176254,-3.690974,1.000000
733,7,-2.596693,-2.612060,1.000000,-1.774006,4.275286,1.000000
734,7,-3.349592,3.402240,1.000000,2.428974,3.773696,1.000000
735,7,2.595294,-0.894988,1.000000,-1.703579,-2.052027,1.000000
736,7,3.823573,2.794106,1.000000,-2.206806,0.204218,1.000000
737,7,2.293291,3.333734,1.000000,-3.727224,-3.447634,1.000000
738,7,4.321778,-3.869218,1.000000,3.400516,2.471501,1.000000
739,7,-1.689848,-1.281668,1.000000,-1.907340,3.329375,1.000000
740,7,2.275816,-0.367442,1.000000,-2.881929,3.427157,1.000000
741,7,-1.529699,0.351978,1.000000,2.430311,-3.755702,1.000000
742,7,-2.474055,-1.440121,1.000000,2.224423,-4.115529,1.000000
743,7,2.019996,0.080817,1.000000,3.617890,-4.124779,1.000000
744,7,1.593382,-0.032588,1.000000,-4.217031,4.362303,1.000000
745,7,-3.109813,3.375396,1.000000,-1.389373,-1.189960,1.000000
746,7,3.251379,-4.064755,1.000000,1.936849,2.615279,1.000000
747,7,3.273194,2.568087,1.000000,-2.036454,3.311344,1.000000
748,7,4.328341,-3.572744,1.000000,-3.686162,-3.324811,1.000000
749,7,-2.402349,3.721428,1.000000,3.210920,-4.069492,1.000000
750,7,-2.759904,4.290829,1.000000,-2.248550,-1.379619,1.000000
751,7,-3.884355,-4.357251,1.000000,-1.306583,0.262031,1.000000
752,7,-1.824983,-2.495593,1.000000,2.470596,3.315164,1.000000
753,7,-3.363314,2.773695,1.000000,-0.990214,-2.524843,1.000000
754,7,1.233149,-4.458001,1.000000,-2.902492,-2.180770,1.000000
755,7,3.560023,3.312271,1.000000,2.088165,-4.204856,1.000000
756,7,3.976662,-4.235189,1.000000,-0.427956,-2.662075,1.000000
757,7,-1.380415,-0.636129,1.000000,1.283013,3.596897,1.000000
758,7,2.141548,2.998455,1.000000,-3.793221,-2.669793,1.000000
759,7,-3.273270,-3.844412,1.000000,-2.079489,0.025142,1.000000
760,7,2.539083,4.371848,1.000000,-1.333991,-0.384211,1.000000
761,7,3.813629,-4.334879,1.000000,-1.620152,0.097045,1.000000
762,7,3.479976,-2.050857,1.000000,-2.640133,-2.714170,1.000000
763,7,2.056505,3.671611,1.000000,3.344322,-1.975922,1.000000
764,7,1.904954,-3.434743,1.000000,3.366103,4.086847,1.000000
765,7,1.884898,-0.523354,1.000000,-2.793521,-0.707212,1.000000
766,7,-2.882956,-3.847127,1.000000,2.123894,-3.711726,1.000000
767,7,-2.405935,3.443828,1.000000,-3.195881,-3.174548,1.000000
768,7,-1.948741,-2.485019,1.000000,3.703641,-2.911715,1.000000
769,7,3.466354,-0.983193,1.000000,-3.717842,4.230384,1.000000
770,7,0.600564,3.678099,1.000000,-2.792493,-3.425415,1.000000
771,7,2.142741,3.047030,1.000000,-2.307514,-2.386348,1.000000
772,7,0.952774,3.266519,1.000000,1.819265,-3.612692,1.000000
773,7,1.674334,0.525671,1.000000,0.912469,-4.137750,1.000000
774,7,-4.289060,3.765731,1.000000,2.859658,2.270707,1.000000
775,7,-4.381894,3.507721,1.000000,-1.684407,0.169065,1.000000
776,7,-0.910355,-0.343212,1.000000,3.324626,-3.004576,1.000000
777,7,3.956442,-4.083378,1.000000,-3.024186,2.507350,1.000000
778,7,-0.743846,-1.816154,1.000000,-1.730597,3.863672,1.000000
779,7,3.674189,2.091091,1.000000,-2.257528,-2.268888,1.000000
780,7,1.948006,0.144792,1.000000,-4.395412,-3.683796,1.000000
781,7,3.588601,3.623909,1.000000,0.980277,-4.477590,1.000000
782,7,2.025084,-4.416959,1.000000,-1.353715,-1.885029,1.000000
783,7,-2.855455,-1.625280,1.000000,2.430338,-3.312886,1.000000
784,7,3.247847,-3.436844,1.000000,-0.934174,-0.669513,1.000000
785,7,-2.115854,-1.156695,1.000000,-4.415819,3.332537,1.000000
786,7,-3.612380,-3.263211,1.000000,-1.556480,0.234159,1.000000
787,7,2.337354,3.910421,1.000000,-2.962101,-4.034769,1.000000
788,7,-3.212602,-4.197867,1.000000,1.246548,0.728086,1.000000
789,7,-3.799129,-1.959339,1.000000,1.084303,3.879927,1.000000
790,7,-2.846255,2.992940,1.000000,-3.488058,-3.787599,1.000000
791,7,0.805960,-4.223903,1.000000,-1.449435,-0.660894,1.000000
792,7,0.121787,-3.126485,1.000000,-2.922981,3.457417,1.000000
793,7,2.594106,-0.861308,1.000000,-1.777350,-1.922585,1.000000
794,7,1.904557,-0.108210,1.000000,-3.736080,-2.294143,1.000000
795,7,-2.199688,-0.151336,1.000000,-2.655692,-4.209367,1.000000
796,7,-3.011420,-2.935789,1.000000,1.710790,3.254077,1.000000
797,7,3.563181,-3.615006,1.000000,-4.208593,-3.824747,1.000000
798,7,1.934535,3.727459,1.000000,-1.702833,0.480651,1.000000
799,7,2.603924,4.150175,1.000000,1.060023,-4.195106,1.000000
800,8,2.325206,-0.262100,1.000000,-0.818301,-3.186857,1.000000
801,8,-4.233028,-4.499778,1.000000,2.310871,-1.195156,1.000000
802,8,-1.658003,3.938211,1.000000,2.804228,0.652190,1.000000
803,8,-2.036982,4.447355,1.000000,-1.332360,-2.973214,1.000000
804,8,-4.038617,2.959769,1.000000,3.789554,1.041048,1.000000
805,8,-2.938301,-4.020818,1.000000,2.630415,-0.616992,1.000000
806,8,4.066857,1.668517,1.000000,-0.370314,-3.866582,1.000000
807,8,3.018368,-0.287111,1.000000,0.189575,-3.808650,1.000000
808,8,-0.806394,-3.060647,1.000000,-3.316304,2.877604,1.000000
809,8,-3.167385,-4.246298,1.000000,0.991243,-0.178959,1.000000
810,8,-1.450754,-2.817737,1.000000,3.755652,1.241217,1.000000
811,8,-0.611788,-2.326235,1.000000,3.653399,2.675009,1.000000
812,8,-1.407346,-3.258151,1.000000,-3.535226,3.449875,1.000000
813,8,-2.527270,4.170148,1.000000,4.053244,2.871890,1.000000
814,8,1.273232,-0.797554,1.000000,-3.202669,2.739137,1.000000
815,8,-1.586378,-2.252558,1.000000,2.747102,0.541932,1.000000
816,8,-2.518853,-4.360714,1.000000,-4.366971,4.310533,1.000000
817,8,0.202157,-2.350640,1.000000,-1.553853,4.397969,1.000000
818,8,-0.410092,-2.412262,1.000000,0.689222,3.748839,1.000000
819,8,0.606185,-1.854415,1.000000,3.244583,1.713456,1.000000
820,8,1.229233,-0.289272,1.000000,-4.401976,-4.005940,1.000000
821,8,1.236299,-1.520675,1.000000,-1.171324,3.552056,1.000000
822,8,-0.857495,-1.913183,1.000000,-4.400993,2.519047,1.000000
823,8,1.359401,-2.546628,1.000000,-4.227198,3.477756,1.000000
824,8,1.893765,-1.485805,1.000000,-0.642961,3.755006,1.000000
825,8,-0.996801,-3.241593,1.000000,0.796730,0.635467,1.000000
826,8,3.588530,2.422561,1.000000,-4.436680,2.727160,1.000000
827,8,1.033374,-2.089296,1.000000,-3.769005,4.328566,1.000000
828,8,-1.247868,-2.912008,1.000000,-3.417457,2.798533,1.000000
829,8,-0.426272,-4.357071,1.000000,3.657580,2.952362,1.000000
830,8,-4.383349,-0.948352,1.000000,0.136638,-3.522673,1.000000
831,8,0.133665,-3.494197,1.000000,3.173707,0.494974,1.000000
832,8,0.320578,-2.038883,1.000000,-0.810736,3.953216,1.000000
833,8,-3.058667,2.985681,1.000000,-2.597390,-4.325631,1.000000
834,8,2.031867,-0.413995,1.000000,-1.315854,4.434636,1.000000
835,8,-0.785654,-4.478778,1.000000,1.927123,-0.850104,1.000000
836,8,-3.904574,-4.180395,1.000000,4.034219,3.111878,1.000000
837,8,-3.410882,3.302797,1.000000,2.634614,-0.045446,1.000000
838,8,3.689669,2.263398,1.000000,-4.307585,2.412648,1.000000
839,8,2.837585,1.283977,1.000000,0.191447,-2.343750,1.000000
840,8,1.002816,4.321422,1.000000,1.064963,-1.173137,1.000000
841,8,-3.516776,3.550348,1.000000,-0.973072,-4.421946,1.000000
842,8,-0.199425,-1.743869,1.000000,-2.984866,3.364326,1.000000
843,8,4.241197,1.803096,1.000000,-4.331984,2.341578,1.000000
844,8,3.164774,0.356254,1.000000,-2.969953,3.998637,1.000000
845,8,3.921086,1.692962,1.000000,-1.820314,-4.025049,1.000000
846,8,3.571894,2.817458,1.000000,-2.845579,4.354559,1.000000
847,8,3.448670,1.796816,1.000000,-0.581459,-2.580639,1.000000
848,8,4.019294,2.269778,1.000000,-0.064416,-2.632969,1.000000
849,8,0.786229,4.144266,1.000000,3.089735,-0.823472,1.000000
850,8,-2.581431,3.894609,1.000000,3.311180,0.994533,1.000000
851,8,-2.132812,3.827441,1.000000,-0.564218,-2.808769,1.000000
852,8,-4.062376,3.641348,1.000000,3.031561,1.453026,1.000000
853,8,0.036684,-3.450721,1.000000,-0.127698,3.778476,1.000000
854,8,1.444056,0.245824,1.000000,-1.360349,-3.384260,1.000000
855,8,4.059755,2.309655,1.000000,-1.354365,-2.817528,1.000000
856,8,2.411396,-1.668926,1.000000,0.777909,4.322031,1.000000
857,8,-3.589976,3.268423,1.000000,4.081729,1.617080,1.000000
858,8,-3.076468,3.806437,1.000000,2.302635,0.389321,1.000000
859,8,-2.421385,3.773975,1.000000,-1.284139,-2.517615,1.000000
860,8,-0.120553,3.860181,1.000000,0.098593,-2.941424,1.000000
861,8,-2.365940,-4.355499,1.000000,0.999246,4.322753,1.000000
862,8,3.445118,2.106350,1.000000,-1.476989,-3.752798,1.000000
863,8,3.877066,1.848510,1.000000,1.848508,-2.131572,1.000000
864,8,1.202718,4.077811,1.000000,1.444612,-0.412152,1.000000
865,8,-0.724816,-1.986957,1.000000,-4.431956,2.108302,1.000000
866,8,2.406376,3.968448,1.000000,-0.559521,-3.872009,1.000000
867,8,3.594417,1.369939,1.000000,-2.357126,3.788044,1.000000
868,8,0.070027,-3.064604,1.000000,-3.610239,2.705999,1.000000
869,8,-0.630880,-3.207766,1.000000,-2.336864,4.333641,1.000000
870,8,0.174081,-4.220443,1.000000,-4.321232,3.049001,1.000000
871,8,-1.337096,-2.579911,1.000000,-0.234206,3.701715,1.000000
872,8,2.997642,1.366906,1.000000,-1.109440,3.634034,1.000000
